BARCODE,EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,DOSE_LEVEL,SACRIFICE_PERIOD,ORGAN,FINDING_TYPE,TOPOGRAPHY_TYPE,GRADE_TYPE,SP_FLG
003017080018,306,2,4,methyldopa,Control,6 hr,Liver,Necrosis,Hepatocyte,minimal,True
003017079001,306,3,3,methyldopa,Control,9 hr,Liver,Necrosis,Hepatocyte,minimal,True
No ChipData,306,4,5,methyldopa,Control,24 hr,Liver,Necrosis,Hepatocyte,minimal,True
No ChipData,306,6,2,methyldopa,Low,6 hr,Liver,Necrosis,Hepatocyte,slight,True
003017079003,306,7,1,methyldopa,Low,9 hr,Liver,Necrosis,Hepatocyte,minimal,True
No ChipData,306,7,3,methyldopa,Low,9 hr,Liver,Necrosis,Hepatocyte,minimal,True
003017080012,306,9,4,methyldopa,Middle,3 hr,Liver,Necrosis,Hepatocyte,minimal,True
003017871007,685,7,2,methylene dianiline,Low,9 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
003017871008,685,7,3,methylene dianiline,Low,9 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
No ChipData,685,7,5,methylene dianiline,Low,9 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
003017871007,685,7,2,methylene dianiline,Low,9 hr,Liver,Dilatation,Lymphatic,minimal,False
No ChipData,685,7,5,methylene dianiline,Low,9 hr,Liver,Dilatation,Lymphatic,minimal,False
003017871008,685,7,3,methylene dianiline,Low,9 hr,Liver,Dilatation,Lymphatic,slight,False
003017871007,685,7,2,methylene dianiline,Low,9 hr,Liver,Edema,Glisson's sheath,minimal,False
No ChipData,685,7,5,methylene dianiline,Low,9 hr,Liver,Edema,Glisson's sheath,minimal,False
003017871008,685,7,3,methylene dianiline,Low,9 hr,Liver,Edema,Glisson's sheath,slight,False
003017871008,685,7,3,methylene dianiline,Low,9 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
003017871006,685,7,1,methylene dianiline,Low,9 hr,Liver,Necrosis,Bile duct cell,minimal,False
003017871007,685,7,2,methylene dianiline,Low,9 hr,Liver,Necrosis,Bile duct cell,minimal,False
No ChipData,685,7,4,methylene dianiline,Low,9 hr,Liver,Necrosis,Bile duct cell,minimal,False
No ChipData,685,7,5,methylene dianiline,Low,9 hr,Liver,Necrosis,Bile duct cell,slight,False
003017871008,685,7,3,methylene dianiline,Low,9 hr,Liver,Necrosis,Bile duct cell,moderate,False
No ChipData,685,8,2,methylene dianiline,Low,24 hr,Liver,Cellular infiltration,Glisson's sheath,slight,False
003017871018,685,8,1,methylene dianiline,Low,24 hr,Liver,Dilatation,Lymphatic,minimal,False
No ChipData,685,8,2,methylene dianiline,Low,24 hr,Liver,Dilatation,Lymphatic,slight,False
No ChipData,685,8,2,methylene dianiline,Low,24 hr,Liver,Edema,Glisson's sheath,minimal,False
No ChipData,685,8,2,methylene dianiline,Low,24 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
003017871018,685,8,1,methylene dianiline,Low,24 hr,Liver,Necrosis,Bile duct cell,minimal,False
No ChipData,685,8,2,methylene dianiline,Low,24 hr,Liver,Necrosis,Bile duct cell,slight,False
003017867011,685,9,2,methylene dianiline,Middle,3 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
No ChipData,685,9,3,methylene dianiline,Middle,3 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
No ChipData,685,9,4,methylene dianiline,Middle,3 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
003017867012,685,9,5,methylene dianiline,Middle,3 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
003017867010,685,9,1,methylene dianiline,Middle,3 hr,Liver,Dilatation,Lymphatic,minimal,False
003017867011,685,9,2,methylene dianiline,Middle,3 hr,Liver,Dilatation,Lymphatic,minimal,False
003017867012,685,9,5,methylene dianiline,Middle,3 hr,Liver,Dilatation,Lymphatic,minimal,False
No ChipData,685,9,3,methylene dianiline,Middle,3 hr,Liver,Dilatation,Lymphatic,slight,False
No ChipData,685,9,4,methylene dianiline,Middle,3 hr,Liver,Dilatation,Lymphatic,slight,False
003017867010,685,9,1,methylene dianiline,Middle,3 hr,Liver,Edema,Glisson's sheath,minimal,False
003017867011,685,9,2,methylene dianiline,Middle,3 hr,Liver,Edema,Glisson's sheath,minimal,False
003017867012,685,9,5,methylene dianiline,Middle,3 hr,Liver,Edema,Glisson's sheath,minimal,False
No ChipData,685,9,3,methylene dianiline,Middle,3 hr,Liver,Edema,Glisson's sheath,slight,False
No ChipData,685,9,4,methylene dianiline,Middle,3 hr,Liver,Edema,Glisson's sheath,slight,False
003017867011,685,9,2,methylene dianiline,Middle,3 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
No ChipData,685,9,3,methylene dianiline,Middle,3 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
No ChipData,685,9,4,methylene dianiline,Middle,3 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
003017867012,685,9,5,methylene dianiline,Middle,3 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
003017867011,685,9,2,methylene dianiline,Middle,3 hr,Liver,Necrosis,Bile duct cell,minimal,False
No ChipData,685,9,3,methylene dianiline,Middle,3 hr,Liver,Necrosis,Bile duct cell,slight,False
No ChipData,685,9,4,methylene dianiline,Middle,3 hr,Liver,Necrosis,Bile duct cell,moderate,False
003017867012,685,9,5,methylene dianiline,Middle,3 hr,Liver,Necrosis,Bile duct cell,moderate,False
003017867022,685,10,1,methylene dianiline,Middle,6 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
No ChipData,685,10,2,methylene dianiline,Middle,6 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
003017867023,685,10,3,methylene dianiline,Middle,6 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
No ChipData,685,10,4,methylene dianiline,Middle,6 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
003017867024,685,10,5,methylene dianiline,Middle,6 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
003017867022,685,10,1,methylene dianiline,Middle,6 hr,Liver,Dilatation,Lymphatic,slight,False
No ChipData,685,10,2,methylene dianiline,Middle,6 hr,Liver,Dilatation,Lymphatic,slight,False
003017867023,685,10,3,methylene dianiline,Middle,6 hr,Liver,Dilatation,Lymphatic,slight,False
No ChipData,685,10,4,methylene dianiline,Middle,6 hr,Liver,Dilatation,Lymphatic,slight,False
003017867024,685,10,5,methylene dianiline,Middle,6 hr,Liver,Dilatation,Lymphatic,slight,False
003017867022,685,10,1,methylene dianiline,Middle,6 hr,Liver,Edema,Glisson's sheath,slight,False
No ChipData,685,10,2,methylene dianiline,Middle,6 hr,Liver,Edema,Glisson's sheath,slight,False
003017867023,685,10,3,methylene dianiline,Middle,6 hr,Liver,Edema,Glisson's sheath,slight,False
No ChipData,685,10,4,methylene dianiline,Middle,6 hr,Liver,Edema,Glisson's sheath,slight,False
003017867024,685,10,5,methylene dianiline,Middle,6 hr,Liver,Edema,Glisson's sheath,slight,False
003017867022,685,10,1,methylene dianiline,Middle,6 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
No ChipData,685,10,2,methylene dianiline,Middle,6 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
003017867023,685,10,3,methylene dianiline,Middle,6 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
No ChipData,685,10,4,methylene dianiline,Middle,6 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
003017867024,685,10,5,methylene dianiline,Middle,6 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
003017867022,685,10,1,methylene dianiline,Middle,6 hr,Liver,Necrosis,Bile duct cell,moderate,False
No ChipData,685,10,2,methylene dianiline,Middle,6 hr,Liver,Necrosis,Bile duct cell,moderate,False
003017867023,685,10,3,methylene dianiline,Middle,6 hr,Liver,Necrosis,Bile duct cell,moderate,False
No ChipData,685,10,4,methylene dianiline,Middle,6 hr,Liver,Necrosis,Bile duct cell,moderate,False
003017867024,685,10,5,methylene dianiline,Middle,6 hr,Liver,Necrosis,Bile duct cell,moderate,False
003017871009,685,11,1,methylene dianiline,Middle,9 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
No ChipData,685,11,2,methylene dianiline,Middle,9 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
003017871010,685,11,3,methylene dianiline,Middle,9 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
No ChipData,685,11,4,methylene dianiline,Middle,9 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
003017871011,685,11,5,methylene dianiline,Middle,9 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
003017871009,685,11,1,methylene dianiline,Middle,9 hr,Liver,Dilatation,Lymphatic,slight,False
No ChipData,685,11,2,methylene dianiline,Middle,9 hr,Liver,Dilatation,Lymphatic,slight,False
003017871010,685,11,3,methylene dianiline,Middle,9 hr,Liver,Dilatation,Lymphatic,slight,False
No ChipData,685,11,4,methylene dianiline,Middle,9 hr,Liver,Dilatation,Lymphatic,slight,False
003017871011,685,11,5,methylene dianiline,Middle,9 hr,Liver,Dilatation,Lymphatic,slight,False
003017871009,685,11,1,methylene dianiline,Middle,9 hr,Liver,Edema,Glisson's sheath,slight,False
No ChipData,685,11,2,methylene dianiline,Middle,9 hr,Liver,Edema,Glisson's sheath,slight,False
003017871010,685,11,3,methylene dianiline,Middle,9 hr,Liver,Edema,Glisson's sheath,slight,False
No ChipData,685,11,4,methylene dianiline,Middle,9 hr,Liver,Edema,Glisson's sheath,slight,False
003017871011,685,11,5,methylene dianiline,Middle,9 hr,Liver,Edema,Glisson's sheath,slight,False
003017871009,685,11,1,methylene dianiline,Middle,9 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
No ChipData,685,11,2,methylene dianiline,Middle,9 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
003017871010,685,11,3,methylene dianiline,Middle,9 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
No ChipData,685,11,4,methylene dianiline,Middle,9 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
003017871011,685,11,5,methylene dianiline,Middle,9 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
003017871009,685,11,1,methylene dianiline,Middle,9 hr,Liver,Necrosis,Bile duct cell,moderate,False
No ChipData,685,11,2,methylene dianiline,Middle,9 hr,Liver,Necrosis,Bile duct cell,moderate,False
003017871010,685,11,3,methylene dianiline,Middle,9 hr,Liver,Necrosis,Bile duct cell,moderate,False
No ChipData,685,11,4,methylene dianiline,Middle,9 hr,Liver,Necrosis,Bile duct cell,moderate,False
003017871011,685,11,5,methylene dianiline,Middle,9 hr,Liver,Necrosis,Bile duct cell,moderate,False
003017871021,685,12,1,methylene dianiline,Middle,24 hr,Liver,Cellular infiltration,Glisson's sheath,slight,False
003017871022,685,12,2,methylene dianiline,Middle,24 hr,Liver,Cellular infiltration,Glisson's sheath,slight,False
003017871023,685,12,3,methylene dianiline,Middle,24 hr,Liver,Cellular infiltration,Glisson's sheath,slight,False
No ChipData,685,12,4,methylene dianiline,Middle,24 hr,Liver,Cellular infiltration,Glisson's sheath,slight,False
No ChipData,685,12,5,methylene dianiline,Middle,24 hr,Liver,Cellular infiltration,Glisson's sheath,slight,False
003017871023,685,12,3,methylene dianiline,Middle,24 hr,Liver,Dilatation,Lymphatic,slight,False
No ChipData,685,12,4,methylene dianiline,Middle,24 hr,Liver,Dilatation,Lymphatic,slight,False
No ChipData,685,12,5,methylene dianiline,Middle,24 hr,Liver,Dilatation,Lymphatic,slight,False
003017871021,685,12,1,methylene dianiline,Middle,24 hr,Liver,Dilatation,Lymphatic,moderate,False
003017871022,685,12,2,methylene dianiline,Middle,24 hr,Liver,Dilatation,Lymphatic,moderate,False
003017871021,685,12,1,methylene dianiline,Middle,24 hr,Liver,Edema,Glisson's sheath,slight,False
003017871022,685,12,2,methylene dianiline,Middle,24 hr,Liver,Edema,Glisson's sheath,slight,False
003017871023,685,12,3,methylene dianiline,Middle,24 hr,Liver,Edema,Glisson's sheath,slight,False
No ChipData,685,12,4,methylene dianiline,Middle,24 hr,Liver,Edema,Glisson's sheath,slight,False
No ChipData,685,12,5,methylene dianiline,Middle,24 hr,Liver,Edema,Glisson's sheath,slight,False
003017871021,685,12,1,methylene dianiline,Middle,24 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
003017871022,685,12,2,methylene dianiline,Middle,24 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
003017871023,685,12,3,methylene dianiline,Middle,24 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
No ChipData,685,12,4,methylene dianiline,Middle,24 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
No ChipData,685,12,5,methylene dianiline,Middle,24 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
003017871021,685,12,1,methylene dianiline,Middle,24 hr,Liver,Hypertrophy,Bile duct cell,minimal,False
003017871022,685,12,2,methylene dianiline,Middle,24 hr,Liver,Hypertrophy,Bile duct cell,minimal,False
003017871023,685,12,3,methylene dianiline,Middle,24 hr,Liver,Hypertrophy,Bile duct cell,minimal,False
No ChipData,685,12,4,methylene dianiline,Middle,24 hr,Liver,Hypertrophy,Bile duct cell,minimal,False
No ChipData,685,12,5,methylene dianiline,Middle,24 hr,Liver,Hypertrophy,Bile duct cell,minimal,False
003017871021,685,12,1,methylene dianiline,Middle,24 hr,Liver,Hypertrophy,Hepatocyte,slight,False
003017871022,685,12,2,methylene dianiline,Middle,24 hr,Liver,Hypertrophy,Hepatocyte,slight,False
003017871023,685,12,3,methylene dianiline,Middle,24 hr,Liver,Hypertrophy,Hepatocyte,slight,False
No ChipData,685,12,4,methylene dianiline,Middle,24 hr,Liver,Hypertrophy,Hepatocyte,slight,False
No ChipData,685,12,5,methylene dianiline,Middle,24 hr,Liver,Hypertrophy,Hepatocyte,slight,False
003017871021,685,12,1,methylene dianiline,Middle,24 hr,Liver,Necrosis,Bile duct cell,moderate,False
003017871022,685,12,2,methylene dianiline,Middle,24 hr,Liver,Necrosis,Bile duct cell,moderate,False
003017871023,685,12,3,methylene dianiline,Middle,24 hr,Liver,Necrosis,Bile duct cell,moderate,False
No ChipData,685,12,4,methylene dianiline,Middle,24 hr,Liver,Necrosis,Bile duct cell,moderate,False
No ChipData,685,12,5,methylene dianiline,Middle,24 hr,Liver,Necrosis,Bile duct cell,moderate,False
003017871022,685,12,2,methylene dianiline,Middle,24 hr,Liver,Necrosis,Periportal,minimal,False
No ChipData,685,12,4,methylene dianiline,Middle,24 hr,Liver,Necrosis,Periportal,minimal,False
003017871021,685,12,1,methylene dianiline,Middle,24 hr,Liver,Necrosis,Periportal,slight,False
003017871023,685,12,3,methylene dianiline,Middle,24 hr,Liver,Necrosis,Periportal,slight,False
003017867013,685,13,1,methylene dianiline,High,3 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
003017867014,685,13,2,methylene dianiline,High,3 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
No ChipData,685,13,3,methylene dianiline,High,3 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
No ChipData,685,13,4,methylene dianiline,High,3 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
003017867015,685,13,5,methylene dianiline,High,3 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
003017867013,685,13,1,methylene dianiline,High,3 hr,Liver,Dilatation,Lymphatic,slight,False
003017867014,685,13,2,methylene dianiline,High,3 hr,Liver,Dilatation,Lymphatic,slight,False
No ChipData,685,13,3,methylene dianiline,High,3 hr,Liver,Dilatation,Lymphatic,slight,False
No ChipData,685,13,4,methylene dianiline,High,3 hr,Liver,Dilatation,Lymphatic,slight,False
003017867015,685,13,5,methylene dianiline,High,3 hr,Liver,Dilatation,Lymphatic,slight,False
No ChipData,685,13,4,methylene dianiline,High,3 hr,Liver,Edema,Glisson's sheath,minimal,False
003017867013,685,13,1,methylene dianiline,High,3 hr,Liver,Edema,Glisson's sheath,slight,False
003017867014,685,13,2,methylene dianiline,High,3 hr,Liver,Edema,Glisson's sheath,slight,False
No ChipData,685,13,3,methylene dianiline,High,3 hr,Liver,Edema,Glisson's sheath,slight,False
003017867015,685,13,5,methylene dianiline,High,3 hr,Liver,Edema,Glisson's sheath,slight,False
003017867013,685,13,1,methylene dianiline,High,3 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
003017867014,685,13,2,methylene dianiline,High,3 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
No ChipData,685,13,3,methylene dianiline,High,3 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
No ChipData,685,13,4,methylene dianiline,High,3 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
003017867013,685,13,1,methylene dianiline,High,3 hr,Liver,Necrosis,Bile duct cell,moderate,False
003017867014,685,13,2,methylene dianiline,High,3 hr,Liver,Necrosis,Bile duct cell,moderate,False
No ChipData,685,13,3,methylene dianiline,High,3 hr,Liver,Necrosis,Bile duct cell,moderate,False
No ChipData,685,13,4,methylene dianiline,High,3 hr,Liver,Necrosis,Bile duct cell,moderate,False
003017867015,685,13,5,methylene dianiline,High,3 hr,Liver,Necrosis,Bile duct cell,moderate,False
003017867025,685,14,1,methylene dianiline,High,6 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
003017867026,685,14,2,methylene dianiline,High,6 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
003017867027,685,14,3,methylene dianiline,High,6 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
No ChipData,685,14,4,methylene dianiline,High,6 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
No ChipData,685,14,5,methylene dianiline,High,6 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
003017867025,685,14,1,methylene dianiline,High,6 hr,Liver,Dilatation,Lymphatic,slight,False
003017867026,685,14,2,methylene dianiline,High,6 hr,Liver,Dilatation,Lymphatic,slight,False
003017867027,685,14,3,methylene dianiline,High,6 hr,Liver,Dilatation,Lymphatic,slight,False
No ChipData,685,14,4,methylene dianiline,High,6 hr,Liver,Dilatation,Lymphatic,slight,False
No ChipData,685,14,5,methylene dianiline,High,6 hr,Liver,Dilatation,Lymphatic,slight,False
003017867025,685,14,1,methylene dianiline,High,6 hr,Liver,Edema,Glisson's sheath,slight,False
003017867026,685,14,2,methylene dianiline,High,6 hr,Liver,Edema,Glisson's sheath,slight,False
003017867027,685,14,3,methylene dianiline,High,6 hr,Liver,Edema,Glisson's sheath,slight,False
No ChipData,685,14,4,methylene dianiline,High,6 hr,Liver,Edema,Glisson's sheath,slight,False
No ChipData,685,14,5,methylene dianiline,High,6 hr,Liver,Edema,Glisson's sheath,slight,False
003017867025,685,14,1,methylene dianiline,High,6 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
003017867026,685,14,2,methylene dianiline,High,6 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
003017867027,685,14,3,methylene dianiline,High,6 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
No ChipData,685,14,4,methylene dianiline,High,6 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
003017867025,685,14,1,methylene dianiline,High,6 hr,Liver,Necrosis,Bile duct cell,moderate,False
003017867026,685,14,2,methylene dianiline,High,6 hr,Liver,Necrosis,Bile duct cell,moderate,False
003017867027,685,14,3,methylene dianiline,High,6 hr,Liver,Necrosis,Bile duct cell,moderate,False
No ChipData,685,14,4,methylene dianiline,High,6 hr,Liver,Necrosis,Bile duct cell,moderate,False
No ChipData,685,14,5,methylene dianiline,High,6 hr,Liver,Necrosis,Bile duct cell,moderate,False
No ChipData,685,15,1,methylene dianiline,High,9 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
003017871012,685,15,2,methylene dianiline,High,9 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
003017871013,685,15,3,methylene dianiline,High,9 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
No ChipData,685,15,4,methylene dianiline,High,9 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
003017871014,685,15,5,methylene dianiline,High,9 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,False
No ChipData,685,15,1,methylene dianiline,High,9 hr,Liver,Dilatation,Lymphatic,slight,False
003017871012,685,15,2,methylene dianiline,High,9 hr,Liver,Dilatation,Lymphatic,slight,False
003017871013,685,15,3,methylene dianiline,High,9 hr,Liver,Dilatation,Lymphatic,slight,False
003017871014,685,15,5,methylene dianiline,High,9 hr,Liver,Dilatation,Lymphatic,slight,False
No ChipData,685,15,4,methylene dianiline,High,9 hr,Liver,Dilatation,Lymphatic,moderate,False
No ChipData,685,15,1,methylene dianiline,High,9 hr,Liver,Edema,Glisson's sheath,minimal,False
003017871012,685,15,2,methylene dianiline,High,9 hr,Liver,Edema,Glisson's sheath,slight,False
003017871013,685,15,3,methylene dianiline,High,9 hr,Liver,Edema,Glisson's sheath,slight,False
No ChipData,685,15,4,methylene dianiline,High,9 hr,Liver,Edema,Glisson's sheath,slight,False
003017871014,685,15,5,methylene dianiline,High,9 hr,Liver,Edema,Glisson's sheath,slight,False
No ChipData,685,15,1,methylene dianiline,High,9 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
No ChipData,685,15,4,methylene dianiline,High,9 hr,Liver,Hemorrhage,Glisson's sheath,minimal,False
